AGE,EDCL,MARRIED,KIDS,OCCAT,INCOME,RISK,NETWORTH,TrueRiskTol,RiskCluster
43,3,1,2,2,226839.95303,2,892063.8145,17.0789252539033,2
69,1,0,0,1,21299.526106,0,111016.06793,0.7870812147725591,0
75,1,0,0,1,11714.739358,0,190860.64664,2.3962499999913094,0
48,2,0,0,3,69223.459844,2,2186664.435,5.70888330563869,0
52,0,1,0,2,73483.365065,1,965280.56826,3.1700140655053626,0
49,2,0,1,3,132057.06186,1,385449.44481,6.456342151782529,0
88,3,1,0,2,2747638.8677,3,98515368.713,0.451802794947464,0
79,3,1,0,2,2896735.5504,2,65342069.236,0.457864650860151,0
43,3,0,0,3,50053.886349,0,283753.75572,8.831418214620848,0
71,2,1,0,1,53781.303417,2,3016695.9504,0.5235030364372927,0
55,1,1,1,2,139511.89599,1,69902.84128,3.409553741716299,0
49,2,1,0,3,47923.933738,1,224931.80927,7.366157511550686,0
68,1,1,1,1,39404.123296,1,18361.14631,0.9709130493717184,0
67,1,1,0,3,38339.146991,3,25475.702155,2.9411173624875087,0
63,3,1,0,1,105432.65422,1,2397646.744,0.9949863036020236,0
48,1,1,1,3,136316.96708,2,676245.26453,12.54334593970722,2
42,2,0,0,3,43664.028517,2,186148.67734,10.647748567407206,0
57,3,1,1,3,37274.170685,0,187443.1744,3.7328927911282137,0
59,3,1,0,1,167201.27993,2,1332917.7335,2.484889991997111,0
52,3,1,0,3,88393.033339,2,286860.54866,5.133941752865821,0
44,3,0,0,2,50053.886349,1,205151.89419,9.491854671971016,0
38,0,1,2,2,95847.867476,2,246389.39255,30.14037802671151,2
66,3,1,0,1,64963.554623,2,709177.26976,0.8068743230131215,0
39,2,0,0,3,106497.63053,1,291541.45003,29.53837513671653,2
72,3,1,0,2,423647.57425,1,3650481.7113,0.4928390417230833,0
39,1,1,2,3,127797.15664,0,169941.57413,36.53993565774645,1
42,2,0,0,3,29819.336548,1,54679.555846,68.72850660514041,3
41,3,1,2,3,332272.60725,1,2092942.8478,7.328225606954819,0
60,3,1,0,2,4547448.8236,2,113732440.56,1.2489730823135,0
71,3,1,0,1,944633.9828,1,6477663.292,0.5198499708011172,0
64,3,1,0,2,266244.07632,1,1315675.0327,1.8112143862744143,0
43,3,1,2,2,80938.199202,1,193035.4017,14.03240103385554,2
72,3,1,0,2,3184279.1528,3,250893206.73,0.461214711893822,0
66,0,1,0,1,25559.431327,0,201837.98171,0.8565715589416043,0
52,3,1,3,3,61768.625707,2,406213.17766,4.499933998469654,0
45,3,0,0,3,83068.151813,0,412892.7825,5.765642675038958,0
64,3,1,0,1,3801965.4099,1,32619254.735,1.5517095747432914,0
63,1,0,0,3,73483.365065,0,248543.43566,1.4484745704490647,0
59,3,1,1,3,537813.03417,2,5471062.3775,1.9174253541631825,0
78,2,1,0,1,66028.530928,2,1307959.8302,0.566215806424789,0
36,3,1,2,3,133122.03816,2,285980.29066,26.30756492277197,2
62,2,1,0,3,77743.270286,1,96538.412802,3.6276663134634415,0
61,3,1,1,1,121407.2988,1,1664516.1006,1.4428645134606708,0
64,2,0,0,1,34079.241769,1,297009.40562,1.326633608339561,0
52,3,1,2,2,325882.74942,3,5435852.0575,4.729499902068277,0
50,0,1,1,1,63898.578318,1,361744.61463,5.6579179438505065,0
82,3,1,0,1,1160824.1728,1,30110001.633,0.458964779040965,0
52,1,1,0,2,13290904.29,1,115553021.23,8.957303818530521,0
49,2,0,2,3,112887.48836,1,466971.6917,7.961894678292154,0
64,3,1,0,3,1341870.1447,1,15264709.34,1.2374383579041577,0
63,3,1,0,1,99468.786914,1,686187.00196,2.21392763556641,0
53,1,0,0,3,15974.644579,1,19458.879817,6.37827178209795,0
77,3,1,0,2,510123.65024,3,12977074.135,0.4705285714285714,0
48,2,0,0,3,69223.459844,2,1503169.9869,6.206452089323181,0
59,3,1,1,1,110757.53575,1,2051518.9419,1.971441960962072,0
48,1,1,6,3,110757.53575,0,155339.64729,20.35925074518812,2
68,3,1,0,2,101172.749,1,223274.85304,0.8805307197461316,0
67,0,1,0,1,34079.241769,1,894756.36839,1.0592831130981413,0
59,1,0,0,1,18104.59719,1,772762.96538,0.9407250493065034,0
66,3,1,0,1,69223.459844,2,763442.58654,0.7463350468657128,0
43,2,1,2,3,127797.15664,1,193232.16525,20.662083377292586,2
53,3,1,0,3,173591.13776,1,696957.2175,5.368746424381312,0
57,3,1,0,3,108627.58314,1,1205228.5434,9.772971833079872,0
59,1,0,0,1,18104.59719,1,640206.46636,0.951214888797473,0
64,3,1,0,3,7199239.8238,2,71921221.097,0.9955487754436402,0
78,3,1,0,3,7902124.1853,2,166324542.23,0.4515303917676458,0
49,3,1,4,2,2481394.7913,1,22809038.21,5.6344592948303305,0
71,3,1,0,1,7692323.8531,2,330294549.64,0.5272981720619516,0
51,1,1,1,3,75613.317676,1,386671.45003,5.323213631280424,0
67,1,0,0,3,21299.526106,0,152874.92489,0.7028197957567053,0
82,3,1,0,1,1160824.1728,1,30110001.633,0.4622967295025783,0
53,3,1,0,3,173591.13776,1,1197150.8818,5.3147122830086175,0
47,3,1,3,2,5559176.3136,1,24287871.653,17.68149377679304,2
50,1,1,2,3,77743.270286,0,65346.211626,18.95007938733649,2
30,1,1,0,3,100107.7727,1,58925.506205,47.8987172886364,1
50,1,1,0,3,76678.293981,0,1265811.0059,18.64822856438951,2
49,2,1,0,3,47923.933738,1,225863.84716,7.345738723150955,0
61,2,1,1,3,173591.13776,2,6108990.5291,1.131978782774573,0
68,3,1,1,2,7582631.2937,3,53220295.199,2.228561951169696,0
43,2,1,2,3,127797.15664,1,239015.9373,20.02403678055667,2
38,1,1,2,3,94782.891171,1,109203.77204,51.75501399921261,1
50,1,1,1,3,79873.222897,1,261799.08556,10.462978391706727,0
54,2,1,3,3,44196.51667,0,41941.704768,3.638179243185254,0
42,3,1,1,3,121407.2988,3,317410.67929,16.126521225880914,2
64,1,1,0,2,217255.16628,1,7177520.1829,1.5403328323165142,0
26,3,0,0,3,56443.744181,2,296698.72632,33.635914784168605,2
67,1,1,1,2,45793.981128,1,582627.2371,1.585084889768166,0
27,3,1,1,3,69223.459844,0,134109.89549,39.23768994133559,1
73,3,1,0,1,14930967.8,3,151246033.34,0.496310299976201,0
79,3,0,0,1,28754.360243,0,1325564.9902,0.5502663674762407,0
67,3,1,0,1,122472.27511,2,1988140.3658,0.7001802976944723,0
38,1,1,1,3,74548.341371,0,117851.01241,48.53662524531872,1
51,3,1,3,3,1863708.5343,1,13392348.792,7.112718757251162,0
42,2,1,0,3,106497.63053,2,95326.763553,18.362023974580723,2
62,3,1,0,2,132057.06186,0,1423014.7289,1.4745828210636538,0
56,3,1,1,2,113952.46467,2,758678.83736,2.241368409239658,0
51,1,1,1,3,56443.744181,1,387137.46897,4.593490831910843,0
86,3,1,0,2,266244.07632,1,12006201.339,0.4813423682617251,0
69,0,1,0,3,34079.241769,0,222715.63031,0.5932364643114074,0
63,2,1,1,2,1725261.6146,0,62130680.927,0.6223946722112141,0
61,3,1,0,3,102237.72531,1,485695.29719,3.7969489878725167,0
59,3,1,0,3,5825420.39,1,79399271.718,1.4649418494955753,0
58,3,1,0,1,36209.19438,1,735377.89027,2.9764965846034266,0
70,1,1,0,2,37061.175424,1,1237124.951,1.3878000000049535,0
76,3,1,0,1,1208748.1065,2,14794548.008,0.477235831130498,0
56,3,1,0,3,126732.18033,1,1048749.7387,10.531270576732034,0
32,3,1,0,3,90522.98595,3,133281.41737,39.30353743850289,1
54,3,1,0,3,102237.72531,1,334964.05944,11.107773929164097,0
35,3,1,3,3,92652.938561,0,98278.216852,21.824764386447377,2
50,3,1,1,3,676259.95386,3,15748333.442,5.181603733474185,0
43,2,1,2,3,86263.080729,1,151197.25669,25.268598186925303,2
60,3,1,1,3,87328.057034,0,119404.40888,4.472126580577866,0
59,3,1,0,2,3024532.707,1,17467425.539,4.590938281505864,0
45,3,1,3,3,2087353.5584,1,66259608.752,5.5400191753752965,0
66,2,1,0,1,681584.83539,2,21654346.832,0.6196869809659311,0
50,3,1,1,3,138446.91969,2,1309409.6669,9.63711197370488,0
80,1,1,0,2,2434535.8339,1,68120577.727,0.4730541451867871,0
61,3,1,0,2,2204500.952,1,86433775.865,0.6501215870562317,0
69,3,1,0,3,501603.83979,2,4253717.3416,0.5259709780437956,0
44,3,0,0,2,493084.02935,2,4262727.0411,11.483866059743429,0
54,3,1,0,3,119277.34619,1,917539.51666,9.815382367485396,0
40,2,1,3,3,165071.32732,1,341540.10451,22.991236551329152,2
61,2,1,0,2,9158796.2255,1,73120784.922,8.377597773312477,0
66,3,1,0,1,170396.20885,1,3753212.998,1.27240351803795,0
56,1,1,0,3,64963.554623,1,295041.77008,4.617787373576674,0
77,3,1,0,1,1261996.9218,1,27003208.687,0.7379273708331006,0
65,0,0,0,1,26624.407632,0,296543.38668,0.8269703554830039,0
47,1,0,1,3,51118.862654,0,136626.39778,9.209641254313247,0
47,3,0,0,3,111822.51206,1,1042225.4735,6.192182337781752,0
56,3,0,0,1,95847.867476,1,4815321.9464,0.7675172279796678,0
37,2,0,0,3,44729.004822,2,20225.222077,57.31205559360615,1
76,3,0,0,1,3397274.4139,2,87262564.664,0.4834631694550331,0
49,2,1,0,3,47923.933738,1,300737.55715,7.679988584879256,0
57,3,1,0,3,108627.58314,1,843908.52384,9.734558768135903,0
62,3,1,0,1,80938.199202,1,3402663.194,0.700116559482548,0
37,3,1,2,3,128862.13294,1,348064.36969,29.20928862880121,2
72,1,0,0,1,1723131.662,1,14296425.539,0.5385267310042687,0
56,3,1,0,2,1980855.9278,1,11319082.299,5.158776927930388,0
63,2,1,1,2,1725261.6146,0,62130680.927,0.6223572950421581,0
49,2,1,0,2,157616.49318,3,3151323.6447,1.969414402360984,0
45,2,1,1,3,90522.98595,2,210433.44219,22.204429541724984,2
37,2,1,3,3,125667.20402,1,484659.69954,17.03804443163817,2
65,2,0,1,1,8093.8199202,0,64745.56499,0.9628272882459308,0
64,0,1,0,1,24494.455022,1,168667.78903,1.0039834551192492,0
54,3,0,2,3,39404.123296,1,265423.67734,3.7667145927420775,0
60,0,1,0,1,10649.763053,0,65242.651862,1.983879415084453,0
61,3,1,0,2,5229033.659,2,12601152.188,3.87497708833088,0
61,3,1,1,3,2406846.45,2,57251980.405,1.0801474371696185,0
55,2,0,0,2,26624.407632,1,259624.3305,2.2545583875332955,0
52,3,1,1,2,272633.93416,1,2284528.4128,3.7633760335306334,0
64,0,1,0,1,24494.455022,1,173100.14696,0.9849776747267176,0
65,1,1,0,1,99042.796392,1,1141021.4892,1.0839946770620263,0
63,1,1,0,1,22364.502411,0,198223.74592,1.4401971529680009,0
40,3,1,0,3,79873.222897,0,145221.85826,42.47208729267037,1
45,3,1,3,2,1874358.2973,2,8063163.292,10.30830801723311,0
56,2,0,0,3,37274.170685,2,99935.173089,4.643546186810992,0
34,1,0,2,3,41534.075906,3,165488.50425,15.189060033525871,2
78,3,1,0,3,889255.21492,3,65333784.455,0.4941068467670741,0
59,3,1,3,3,140576.8723,1,11783030.046,1.1764163316511134,0
81,1,0,0,1,40469.099601,0,347235.89157,25.662406014766624,2
40,1,1,4,3,69223.459844,2,402226.12671,31.535940247004085,2
66,1,1,0,3,48988.910043,1,164349.34683,1.0913543258937937,0
69,1,0,0,1,21299.526106,0,109659.43501,0.696858919073263,0
34,3,1,2,3,112887.48836,1,256206.85826,57.80334429676826,1
34,1,1,0,3,74548.341371,1,160186.24428,49.39277245239256,1
68,1,0,0,1,11714.739358,0,137009.56891,0.8940175824510661,0
57,3,1,0,1,186690.34632,3,824335.72828,8.090167205995385,0
87,2,0,0,2,1645707.8846,3,265282939.61,0.4622667952382673,0
32,1,1,2,3,84133.128118,1,21540.431091,52.96963448456604,1
58,1,0,1,3,76678.293981,1,393941.34553,2.35671896434446,0
50,3,0,0,3,182110.94821,2,2321499.2489,4.16947666146824,0
57,3,0,0,1,157616.49318,3,4155232.0052,1.2866448929702976,0
68,0,1,0,1,51118.862654,0,222654.53005,0.7498458399527308,0
49,3,1,3,3,96912.843782,1,400051.37165,24.71571613523384,2
69,1,0,0,1,21299.526106,0,109887.26649,0.7528622026535667,0
65,1,0,0,3,21299.526106,0,174218.59242,1.409003320591418,0
32,3,1,0,3,90522.98595,3,139805.68256,39.30353743850289,1
44,1,0,0,3,15974.644579,0,38834.911822,9.331278620072196,0
55,3,1,0,2,173591.13776,2,3000229.9477,4.505926707149257,0
56,3,1,0,3,79873.222897,1,2013201.8289,1.4409786036002197,0
56,3,1,2,3,118212.36989,0,634096.44024,3.462505179225909,0
36,3,1,3,3,77743.270286,2,92582.429784,41.86505551873831,1
48,3,0,0,3,127797.15664,1,227935.04246,14.60587872905748,2
60,2,1,0,3,159746.44579,1,1194458.3279,2.2333344738004106,0
40,3,1,1,3,239619.66869,1,3833782.4951,16.506027395256954,2
61,3,0,1,3,61768.625707,0,39766.949706,4.175063781379315,0
29,1,1,3,3,42599.052212,0,503445.44089,11.31045367506491,0
49,3,1,3,3,250269.43174,1,1898043.3703,5.853993405770577,0
75,3,1,0,2,1848266.3778,1,24973437.296,0.4516733852230216,0
35,3,1,2,3,179980.99559,3,341747.22404,31.87566092735356,2
34,1,1,1,3,101172.749,0,237669.66035,26.729600522093325,2
51,3,1,2,2,186370.85343,1,6320252.4494,1.602609650541539,0
67,1,1,1,2,45793.981128,1,583662.83475,1.5708421040955018,0
79,3,1,0,2,2951049.342,1,49651625.702,0.4915122260324613,0
50,1,1,1,3,74548.341371,0,239430.17636,7.346316163366281,0
64,3,1,0,2,266244.07632,1,1684182.0999,1.8092652224937464,0
50,3,1,3,3,263049.14741,2,687843.9582,15.8134288291964,2
85,0,1,0,1,124602.22772,1,2724657.4135,0.5488373648270912,0
49,3,1,2,3,186370.85343,1,891753.13521,5.037949062757767,0
49,1,1,3,3,155486.54057,1,297340.79686,12.224573848636847,2
64,3,1,0,2,1044741.7555,1,11134228.119,1.5862035044441891,0
33,3,1,1,3,267309.05263,1,382135.53233,60.557459891547246,1
67,1,0,0,3,20234.549801,0,154014.0823,0.6952050233647942,0
44,3,1,0,3,150161.65905,1,275572.53429,54.58471757112531,1
69,3,1,0,3,492019.05305,2,5412654.6702,0.5122993228918408,0
60,3,1,0,2,1490966.8274,1,23113503.919,1.43688360461678,0
42,2,0,0,3,29819.336548,1,49501.567603,69.33868323861284,3
45,2,1,2,3,127797.15664,2,206601.73089,26.573970541830093,2
63,3,1,0,3,62833.602012,1,1473655.454,0.8161428771057619,0
52,3,1,0,3,199150.56909,2,2133952.5147,5.56129831756272,0
64,3,1,0,1,518643.46068,2,7368277.2698,0.8944300834777426,0
73,3,0,0,1,22471.000042,0,244401.04507,0.5337602459019897,0
44,3,0,1,3,88393.033339,1,149902.75963,16.972658185874533,2
51,3,1,2,3,767847.91612,1,2324398.9223,8.945549603800215,0
56,3,1,0,3,127797.15664,1,603235.63031,6.431895943840413,0
54,3,1,0,2,4632646.928,2,43124357.283,7.594709440203388,0
33,1,1,2,3,118212.36989,1,395184.0627,21.961893769394763,2
42,3,1,2,3,70288.436149,1,762034.17374,4.523226192746229,0
59,1,0,0,1,13844.691969,0,71559.797518,2.106926300884516,0
51,1,1,1,2,351442.18075,0,1355286.6427,15.774060503642708,2
58,3,1,0,3,118212.36989,1,702466.597,3.3045398244098623,0
73,3,1,0,2,1384469.1969,2,20230400.065,0.4836867977527943,0
66,3,0,0,1,30884.312854,3,293799.05291,0.8367050977309887,0
75,3,1,0,3,8966035.5143,3,80237681.218,0.4582653516379107,0
64,0,1,0,1,25559.431327,1,122925.44089,1.086491071373641,0
69,3,1,0,1,177851.04298,1,2135402.3514,0.5385383774942634,0
63,1,1,0,1,38339.146991,1,88926.770085,2.5074583683659286,0
68,1,0,0,1,31949.289159,0,74666.590464,3.6099508814719954,0
65,1,1,0,3,70288.436149,1,37385.075114,2.1916212143239,0
72,3,1,0,3,22293148.999,2,321520966.36,0.4755770017674765,0
87,3,1,0,1,87328.057034,1,1590677.9882,0.5016754465908987,0
70,2,1,0,2,30106880.151,1,327040701.83,0.5101136110989782,0
38,3,1,2,3,109692.55945,0,143533.8341,45.07840840860278,1
47,1,1,0,3,61768.625707,1,328098.04703,12.318088705231506,2
66,3,0,0,3,56443.744181,2,795236.46995,0.6994176910040127,0
56,3,1,1,2,113952.46467,2,759714.43501,2.242308842763564,0
68,3,1,0,2,101172.749,1,307313.60222,1.0734968128902578,0
42,1,1,2,3,74548.341371,1,377786.02221,18.57161446268084,2
30,1,1,0,3,100107.7727,1,62342.978445,47.65095637386642,1
50,1,1,1,3,79873.222897,1,248336.31613,11.161780136593908,0
61,3,1,0,3,1384469.1969,1,12598045.395,1.8708914393038576,0
39,2,1,4,3,53248.815265,1,89019.973873,21.21942428124965,2
31,1,1,3,3,92652.938561,0,368186.03201,21.26911398298499,2
68,1,1,0,1,78808.246592,1,3857601.241,1.259759952823318,0
61,3,1,0,2,74548.341371,1,1511278.7165,1.1521611642456446,0
39,1,1,5,3,231099.85825,1,1154070.0196,7.977997312920339,0
49,3,1,1,3,132057.06186,1,609324.94448,6.999706650325803,0
60,2,0,0,3,62833.602012,0,332530.40496,2.375703198674482,0
65,1,1,0,3,80938.199202,0,-5799.346832,1.4295426086073055,0
67,1,1,0,1,33014.265464,0,434288.22992,1.2998122854068193,0
57,3,1,0,2,480304.31369,1,12176246.473,2.172293046723709,0
60,1,0,0,1,39404.123296,1,147261.98563,4.427293759864094,0
29,3,1,1,3,91587.962255,2,57682.789027,69.48454091718452,3
52,3,1,2,2,10649763.053,2,45133520.281,8.26386795780186,0
68,2,1,0,1,94782.891171,1,1621228.1189,0.9481393264292198,0
77,3,0,0,2,157084.00503,1,3224851.0777,0.487994508448438,0
56,3,1,0,3,79873.222897,1,2013201.8289,1.4437264820590814,0
62,3,1,0,2,2002155.454,2,15311311.234,1.604584874005876,0
76,3,1,1,2,852140.79068,1,15423155.781,0.6453206465078547,0
45,3,0,1,3,63898.578318,3,585112.67146,4.329531314312376,0
67,2,0,2,3,55378.767875,1,94032.266492,0.9730580944189936,0
52,1,1,1,3,63898.578318,1,205514.35336,8.010587937813009,0
59,3,1,0,1,1107575.3575,2,13806587.851,1.2463256358872157,0
75,3,1,0,2,2044754.5062,1,23980299.151,0.4517204906618641,0
66,1,0,1,1,101172.749,0,678420.0196,0.9256289267620444,0
46,2,1,2,3,72418.38876,0,46601.894187,75.85839001659706,3
70,3,1,0,2,1373819.4338,2,16471698.4,0.4976657023154828,0
54,1,0,0,1,63898.578318,0,630264.72894,2.2919101108477697,0
42,3,1,2,3,155486.54057,2,261384.84651,19.563245343228104,2
70,3,0,0,2,71353.412455,1,682458.85042,0.9230206143574072,0
49,3,1,1,3,85198.104423,1,370982.14566,10.19841815318114,0
59,3,1,0,3,445160.09561,2,7004181.8485,2.290938074494965,0
50,3,0,0,2,77743.270286,2,654911.95297,5.9034611090267655,0
68,1,0,0,1,10543.265422,0,50205.774004,0.8579692233920642,0
71,1,1,0,1,2002155.454,2,59278645.003,0.5110678304926581,0
47,2,1,0,3,50053.886349,1,524364.51339,4.509164681663089,0
49,1,1,1,3,122472.27511,1,1991454.2782,4.467827353465314,0
52,1,1,2,0,225774.97672,2,635960.516,10.140158362642705,0
36,3,1,0,3,158681.46949,2,400051.37165,47.31036017935857,1
94,1,1,0,1,1842409.0082,3,32250581.973,0.4550121924151428,0
60,1,0,0,3,22364.502411,2,107526.10385,1.859009104078956,0
60,2,0,0,3,62833.602012,0,312854.04964,2.3756826283253663,0
56,3,1,1,2,113952.46467,2,759610.87524,2.242252691734909,0
54,3,1,0,3,143771.80121,2,347960.80993,6.423306646601619,0
82,3,1,0,1,67093.507233,1,357902.54735,0.4718827101694394,0
29,2,0,0,3,115017.44097,1,48776.649249,54.614646442644215,1
59,3,1,0,3,100107.7727,2,792853.55976,3.0006807000298306,0
51,1,0,1,3,15974.644579,1,150265.21881,2.9501536149454592,0
59,2,1,0,3,207670.37953,1,648335.9079,4.400461240096048,0
29,3,1,1,3,346117.29922,3,366601.5676,54.729766293132265,1
35,2,1,2,0,266244.07632,1,3191711.953,29.93704930723481,2
27,3,0,0,3,82003.175508,2,273863.79817,48.57518373900172,1
84,3,1,0,2,133441.53105,2,8074606.646,0.5011200577663883,0
39,1,1,5,3,231099.85825,1,-5633236.969,7.977997312920339,0
82,1,0,0,1,1959556.4017,3,11785619.04,0.72405,0
53,3,1,1,2,212995.26106,0,14769279.425,1.9409742442494824,0
59,3,1,2,2,271568.95785,1,2724657.4135,2.935259546319473,0
30,1,1,1,3,181045.9719,1,767895.65643,33.121456180554844,2
59,2,1,0,1,138446.91969,1,204323.41607,4.863754442673118,0
44,3,1,2,3,119277.34619,1,238187.45918,19.55048845248774,2
37,3,1,4,3,607036.49402,2,10482319.399,9.11761644405506,0
45,3,1,1,3,391911.28035,1,1856412.3449,14.726872014099524,2
59,3,1,0,3,126732.18033,1,3434041.8027,1.4539855147114835,0
47,1,1,0,3,56443.744181,1,352641.7113,6.947438694505888,0
60,3,1,0,3,2076703.7953,3,41926170.803,1.4074932158328464,0
47,1,1,1,3,79873.222897,2,177190.75767,12.735316577796256,2
68,1,1,0,1,39404.123296,0,361837.81842,0.7213907765426848,0
62,3,1,1,3,607036.49402,2,9446721.7505,0.9714674617426692,0
46,3,1,3,3,1650713.2732,3,45496911.496,4.357609196361127,0
55,3,1,1,1,21299.526106,0,247714.95754,1.902899488473492,0
65,3,1,0,2,529293.22373,1,6935397.4526,1.3389777776604856,0
58,3,1,0,3,127797.15664,2,848672.27302,3.830610478752871,0
78,3,1,0,3,2077768.7716,1,20319461.463,0.4631182184216588,0
66,3,0,0,3,220450.0952,1,3893847.1587,0.6581770002323417,0
49,3,1,2,2,195955.64017,1,3843517.113,5.372999246525873,0
55,3,1,0,3,179980.99559,2,913086.44677,9.861806968042886,0
49,2,0,2,3,111822.51206,1,466971.6917,7.897717996379263,0
43,3,1,2,2,225774.97672,2,840076.81254,19.049539773126032,2
34,1,0,2,3,42599.052212,3,165488.50425,15.170663472926469,2
48,3,1,1,3,294998.43657,2,2066017.3089,8.85201054221977,0
55,1,0,1,1,97977.820087,0,21643.990856,83.48021953199458,3
35,3,0,1,3,80938.199202,1,42459.503592,32.56143603338195,2
38,1,1,1,3,74548.341371,0,110601.82887,48.53662524531872,1
45,2,1,2,3,119277.34619,1,56243.308295,25.998483749324944,2
88,3,1,0,2,2736989.1046,3,102972373.87,0.4508435478362725,0
49,1,1,2,3,111822.51206,1,512413.71653,8.45175982819081,0
48,3,1,0,3,127797.15664,1,334705.16003,11.728247354822123,2
58,2,1,0,3,115017.44097,1,332323.28543,7.131983688809882,0
30,3,1,2,3,105432.65422,1,174808.88308,43.33063424595803,1
67,1,1,0,1,34079.241769,0,433252.63227,1.3109489850173333,0
66,3,0,0,3,220450.0952,1,4081290.3331,0.6581770002323417,0
65,3,1,0,2,334402.55986,2,4345057.0542,0.8896105814065829,0
75,3,1,0,2,14717972.539,1,224555887.33,0.4739953910339521,0
69,3,1,0,1,60703.649402,0,1208749.5754,1.6176164428024853,0
48,3,1,2,2,5665673.9442,1,121276769.43,14.783978581042598,2
42,3,1,0,2,124602.22772,1,301876.71457,18.24284353711372,2
53,3,1,0,3,156551.51688,2,841423.08948,7.131463711606652,0
41,3,0,2,3,33014.265464,0,6876.3683867,20.707750725460407,2
67,1,0,0,1,25559.431327,1,487766.49249,1.3131239058120276,0
75,3,0,0,1,13612527.134,1,193367517.86,0.4528290561593703,0
50,1,1,1,3,79873.222897,1,249371.91378,10.399451158422632,0
40,2,1,1,3,90522.98595,1,288724.62443,23.826313261415645,2
52,0,0,0,1,9265.2938561,2,11401.930111,13.719751441907295,2
43,3,0,0,3,50053.886349,0,284789.35336,8.678252232148129,0
66,3,0,0,2,97977.820087,0,2230677.3351,0.854833115096675,0
41,3,1,3,2,993622.89284,1,2763906.5643,20.78115705856288,2
64,3,1,0,2,974453.31934,1,12511055.193,1.323286743333202,0
51,3,1,0,3,170396.20885,0,443339.35336,12.09955091999489,2
51,3,1,2,2,186370.85343,1,6840122.469,1.602609650541539,0
58,3,1,1,3,115017.44097,2,158342.88047,4.393442807399039,0
47,3,1,2,3,127797.15664,0,135010.86545,24.7754897669757,2
54,3,0,1,3,79873.222897,1,694886.02221,4.113357036216672,0
53,3,1,3,2,69223.459844,1,133902.77596,5.5192892185702105,0
68,3,1,1,2,7508082.9523,3,53748450.0,2.2124089327583105,0
65,0,0,0,1,26624.407632,0,296543.38668,0.8310349180002561,0
63,3,1,0,2,5324881.5265,1,49647586.871,1.4905138734638133,0
59,3,1,0,3,124602.22772,1,3277666.5578,1.3850530274566617,0
55,3,1,1,1,21299.526106,0,247611.39778,2.001765857211692,0
48,3,1,2,2,5484627.9723,1,127457216.2,14.465696906606976,2
69,0,1,0,2,62833.602012,0,685876.32266,0.7278947571997048,0
36,1,1,2,3,87328.057034,2,167559.69954,27.431674764869697,2
78,2,1,0,2,377108.1097,1,11501347.485,0.5335011709596176,0
23,0,1,2,3,29819.336548,0,35106.760287,76.14847530631164,3
55,3,1,0,2,165071.32732,2,350466.95624,6.0598148294421375,0
56,1,1,0,3,50053.886349,0,212918.87655,3.532629801434421,0
64,3,1,0,2,952088.81693,1,10334021.816,1.6219172274996807,0
52,3,1,6,2,1597464.4579,0,9859925.2123,7.881336218156484,0
35,1,1,1,3,42599.052212,0,35831.678641,42.01930280527786,1
59,3,1,0,3,100107.7727,1,320517.47224,4.2561606779531465,0
40,3,1,0,3,215125.21367,2,803313.09602,20.66401656087768,2
65,3,1,0,2,238554.69239,1,23302189.811,0.6839744781420213,0
41,3,0,1,3,75613.317676,2,133281.41737,12.286140777148264,2
35,1,1,2,3,57508.720486,0,217164.82691,26.10667045409468,2
36,3,1,2,3,396171.18557,3,205773.25278,59.45002360291922,1
53,1,1,0,3,88393.033339,0,434226.09406,11.031953021784512,0
43,3,1,0,3,93717.914866,2,275158.29523,20.71912694185475,2
82,3,1,0,1,67093.507233,1,325799.02025,0.471965358271993,0
79,2,1,0,1,78488.7537,2,1201396.8321,0.51426217542184,0
80,3,1,1,3,30426373.042,3,247028356.3,0.4726247923708253,0
67,1,0,0,1,31949.289159,0,147261.98563,1.3261569945054097,0
70,3,1,0,2,38285898.175,2,85970138.798,0.562282679675454,0
69,3,1,0,1,88393.033339,1,2242068.9092,0.5669037818945739,0
55,2,1,2,3,44729.004822,0,74564.066297,4.127076475611279,0
56,3,1,1,2,112887.48836,2,760646.47289,2.2337939751033487,0
70,2,1,0,2,29414645.552,1,301575355.65,0.523211960684354,0
43,1,1,2,2,79873.222897,1,1047890.1927,9.614989124174851,0
41,0,1,0,1,41534.075906,1,590.2906597,62.039547612968015,3
72,3,1,0,1,3865863.9882,2,88659585.892,0.4522793477318872,0
58,3,1,0,1,36209.19438,1,598679.00065,2.9764965846034266,0
59,3,1,0,2,1384469.1969,1,4721289.6799,5.566916931565173,0
49,1,1,2,3,100107.7727,0,78601.861528,22.59989067317366,2
48,1,1,2,3,56443.744181,1,44944.937949,13.281397292582843,2
61,1,1,1,1,122472.27511,1,772762.96538,2.316126438281292,0
52,1,1,0,2,13290904.29,1,115973473.87,8.812216459244329,0
36,1,1,2,3,149096.68274,0,178744.15415,27.18971701777867,2
44,3,0,0,3,141641.8486,2,1577215.2188,4.250670706860674,0
69,2,1,0,2,686909.71691,1,5547696.6035,0.7974732396032447,0
63,0,1,0,1,33014.265464,0,155339.64729,1.7335389099583476,0
48,2,1,1,3,97977.820087,1,95274.983671,16.781450725248078,2
38,3,1,2,2,106497.63053,0,974021.01241,7.515582971409033,0
48,3,0,0,3,127797.15664,1,227935.04246,13.904152843980008,2
53,3,1,2,3,217255.16628,2,629643.37035,3.765825082882011,0
